 105.26        0.00000000    
 105.83        0.00000000    
 106.39        0.00000000    
 106.97        0.00000000    
 107.55        0.00000000    
 108.14        0.00000000    
 108.73        0.00000000    
 109.33        0.00000000    
 109.94        0.00000000    
 110.55        0.00000000    
 111.17        0.00000000    
 111.80        0.00000000    
 112.44        0.00000000    
 113.08        0.00000000    
 113.73        0.00000000    
 114.38        0.00000000    
 115.05        0.00000000    
 115.72        0.00000000    
 116.40        0.00000000    
 117.09        0.00000000    
 117.79        0.00000000    
 118.49        0.00000000    
 119.21        0.00000000    
 119.93        0.00000000    
 120.66        0.00000000    
 121.40        0.00000000    
 122.15        0.00000000    
 122.91        0.00000000    
 123.67        0.00000000    
 124.45        0.00000000    
 125.24        0.00000000    
 126.03        0.00000000    
 126.84        0.00000000    
 127.66        0.00000000    
 128.49        0.00000000    
 129.33        0.00000000    
 130.18        0.00000000    
 131.04        0.00000000    
 131.91        0.00000000    
 132.80        0.00000000    
 133.69        0.00000000    
 134.60        0.00047457    
 135.52        0.00154770    
 136.46        0.00411990    
 137.40        0.00869280    
 138.36        0.01801900    
 139.34        0.03496000    
 140.33        0.06832700    
 141.33        0.11975000    
 142.34        0.21720000    
 143.37        0.35942000    
 144.42        0.50530000    
 145.48        0.70081000    
 146.56        0.81710000    
 147.65        0.93692000    
 148.76        0.96530000    
 149.89        0.94189000    
 151.03        0.95696000    
 152.19        0.91770000    
 153.37        0.95240000    
 154.57        0.95884000    
 155.78        0.97754000    
 157.02        1.04150000    
 158.27        1.00160000    
 159.55        0.99885000    
 160.84        1.00220000    
 162.16        0.98238000    
 163.50        0.94494000    
 164.86        0.90574000    
 166.25        0.91746000    
 167.65        0.89813000    
 169.09        0.84437000    
 170.54        0.79466000    
 172.02        0.71464000    
 173.53        0.65894000    
 175.07        0.62776000    
 176.63        0.57938000    
 178.22        0.49845000    
 179.84        0.42320000    
 181.48        0.37952000    
 183.16        0.27140000    
 184.87        0.20166000    
 186.62        0.17230000    
 188.39        0.15747000    
 190.20        0.16170000    
 192.05        0.15282000    
 193.93        0.13781000    
 195.85        0.11220000    
 197.80        0.06873000    
 199.80        0.02828100    
 201.83        0.00341890    
 203.91        0.00000000    
 206.04        0.00000000    
 208.20        0.00000000    
 210.41        0.00000000    
 212.67        0.00000000    
 214.98        0.00000000    
 217.34        0.00000000    
 219.76        0.00000000    
 222.22        0.00000000    
